title;date;content
6 de mayo;2018-05-06T15:43:27+00:00;Allá en la oscuridad siempre se guarda la esperanza de que las cosas aturdan menos.
1 de mayo;2018-05-01T22:02:11+00:00;Cuando me iba a graduar del colegio no sentía miedo. Es más, si los recuerdos de lo que sentía en esa época no me fallan, no solo no sentía miedo sino que además tenía una confianza inagotable. Confiaba que me lanzaba sobre un abismo cargado con un paracaídas que se iría construyendo con el tiempo, pero que con toda seguridad iba a abrir. No me preguntaba quién era, tampoco sentía que era muy importante. Supongo que pensaba que abrirme al mundo era lo que realmente necesitaba por fin para poder preguntármelo. Este año harán cinco desde todo eso, y no puedo pretender que lo que ha pasado por el camino quepa en unas cuantas líneas. Todo eso está allí, en ese lugar a donde van las cosas que uno vive y olvida pero dejan huella. Es suficiente saberlo de momento. Hoy todo parece indicar que el (marginal) paracaídas sí abrió, pero el abismo sobre el que salté era mucho más hondo de lo que pude haber pensado. En el fondo de eso se tratan vivir, supongo: lanzarnos sobre lugares y destinos de los que desconocemos más o menos todo, cargados únicamente de proyectos que usualmente se confunden con cándidas esperanzas. Ahora la pregunta es si este paracaídas me llevará al final del abismo a salvo.  
28 de abril;2018-04-28T17:08:05+00:00;Cambié el diseño que por mucho tiempo había tenido el blog. En los últimos días me pareció que tenía un simplismo excesivo. Es irrelevante, pero supongo que debía dejarlo escrito.
«Falsos positivos»;2018-04-23T00:41:59+00:00;"Hoy me vi la película Silencio en el paraiso. No creo que deba decir mucho. Los falsos positivos no fueron equivocaciones aisladas de manzanas podridas dentro de la cúpula militar; fueron el reflejo vivo e inevitable de una política de «seguridad» asesina y maquiavélica liderada por el personaje más siniestro que actualmente existe en Colombia. Jamás debemos olvidar."
6 de abril;2018-04-07T03:29:19+00:00;La buena noticia: no tenía que evaluar  posibilidades distintas. La mala noticia: tengo que evaluar  posibilidades.
Apología a los rayones;2018-04-03T04:09:02+00:00;Hoy he caído en cuenta de una contradicción que llevo trayendo conmigo hace mucho. Cuando cojo un libro, digamos de la biblioteca, y noto al pasar las páginas que está rayado en los costados suelo sentir una suerte de enojo. La mayoría de veces esas anotaciones son tan descuidadas y desprolijas que terminan malogrando la integridad del libro. Pero aquí es donde llega mi contradicción: el precio de contemplar unas anotaciones estéticamente espantosas usualmente se traduce en que logro ver cosas que no hubiese visto de no ser por ellas. Aquellas frases resaltadas que reafirman el sentido global del párrafo, o simplemente pensamientos interesantes sobre lo escrito dotan de una riqueza superior a lo que se está leyendo. Es como un trabajo mancomunado. Una cooperación tácita y no premeditada entre las personas que han tomado el libro.
¿Cuánta plata hay que gastar para llenar el álbum del mundial?;2018-03-18T00:22:23+00:00;"Se acerca el mundial y con ello la tradicional (y tal vez irracional) necesidad de gastar plata para llenar el álbum de Panini. Ayer en El Exito vi que ya están vendiendo las laminitas, entonces me dio curiosidad estimar más o menos cuánta plata se necesita para llenar el álbum. En vez de buscar o preguntar, decidí acudir a la probabilidad para ver qué respuestas da sobre eso. Según este artículo el álbum va a valer  pesos y los sobres . El álbum tiene  láminas y cada sobre trae . Entonces, ¿cuánta plata debería esperar gastar alguien que pretenda llenar el álbum únicamente comprando sobres? Para plantear un modelo adecuado, me basé en otro artículo que leí en el que Panini sostenía que no hay láminas más complicadas que otras (es decir, produce igual cantidad de láminas para cada una), de modo que puede pensarse que la probabilidad de aparición de una lámina en un sobre sigue una distribución uniforme. Así, el problema se puede modelar de la siguiente forma mediante un proceso de Markov: Sean  los estados que representan la cantidad de láminas completadas en el álbum. Es decir,  es tener una lámina pegada correctamente,  tener dos láminas pegadas y  sería tener el álbum completamente lleno. Notemos que, estando en el estado , podemos movernos a los estados  y  al comprar un paquete de láminas nuevo (por ejemplo, pasar de  a  significa que todos las láminas que salieron en el sobre ya están repetidas). Ahora bien, las probabilidades de transición de la cadena de Markov están dadas de la siguiente manera. La transición  con  tiene una probabilidad de  De esta forma podemos entonces construir la matriz de transición . También, como una hipótesis más o menos natural, asumiremos que el primer paquete que abre la persona no contiene láminas repetidas, de tal forma que comenzaremos en el estado . Así pues, el vector de probabilidades  para cada uno de los estados  después de comprar  paqueticos de láminas está dado por  Donde  es el vector fila que tiene un  en su quinta posición y  en las demás. Y lo demás es problema de un computador. Al programar este modelo en Mathematica se obtienen los siguientes resultados. Por ejemplo, si decidimos gastar  para comprar la caja que trae  sobres, la distribución de la cantidad de laminitas que tendremos después de pegarlas todas en el álbum está dada por la siguiente gráfica:  En palabras castizas, esto quiere decir que con una probabilidad de % al terminar de pegar todas las figuritas de la caja el álbum va a quedar con entre  y  láminas no repetidas, con un valor esperado de . Es decir, alrededor del % de las láminas son repetidas. Desde luego la utilidad de las láminas repetidas depende de cada persona, por lo que suponiendo que se pueden intercambiar las láminas repetidas, podría ser posible quedar con las tres cuartas partes del álbum lleno únicamente comprando la caja. Ahora bien, inicialmente yo pensaba que con alrededor de  (más o menos  sobres) pesos sería posible llenar el álbum. El modelo no me tiene buenas noticias en ese sentido:  Esto es, con una probabilidad suficientemente alta me quedaría a más de  láminas de poderlo terminar, por lo que esto supondría gastar una cantidad adicional no presupuestada de plata. Naturalmente, la cantidad de láminas permitiría en este caso llenar completamente el álbum si todas las sobrantes se pueden cambiar. Ahora bien, respondiendo a la pregunta del título, al comprar  sobres de laminitas (es decir, gastando más de  pesos), con una probabilidad de % la cantidad de láminas no repetidas que saldrán oscilará entre  y , con un valor esperado de . En este caso en particular, la probabilidad de obtener exactamente las  láminas es considerablemente baja: solamente %. Por otro lado, si alguien compra  sobres (más de  pesos), entonces el valor esperado de láminas que saldrán es de , y la probabilidad de que salgan las  láminas no repetidas es de %. Finalmente, en el caso más extremo, para obtener las  láminas con una probabilidad de más de % es necesario comprar más de  sobres (es decir, gastar  pesos); no suena muy inteligente. Ya no sé si quiero llenar el álbum. Espero que no sean malas noticias para algunos."
8 de marzo;2018-03-09T04:06:47+00:00;Si hoy fuera la segunda vuelta presidencial y los candidatos fueran Petro y Duque, creo que votaría en blanco. 
1 de marzo;2018-03-02T04:12:24+00:00;Hoy es de esos días en que quisiera hacerme una bolita.
Rigor;2018-02-17T03:45:16+00:00;Hoy recordé una experiencia. En el primer parcial de análisis II, en una de las preguntas de verdadero o falso con justificación, el profesor colocó el siguiente enunciado: «Todo conjunto abierto de  tiene medida de Lebesgue estrictamente positiva». Yo coloqué que era verdadero el enunciado y como explicación mostré que de hecho una bola abierta debe tener medida de Lebesgue estrictamente positiva. Al recibir el parcial me tomó por sorpresa ver que de los siete u ocho puntos que valía esa parte, solamente me había puesto cuatro. Al preguntarle, su respuesta fue sencilla: «¿Y qué pasa con el conjunto vacío?». Fue la primera vez que llegué a caer en cuenta del rigor que las matemáticas requieren. Mi explicación era correcta para casi todos los conjuntos abiertos, y solamente por uno el enunciado ya era falso.
Uno y el destino;2018-01-31T04:29:52+00:00;"Nada puede ser más aterrador en la vida de un hombre que aceptar la idea de que el camino que recorre está milimétricamente prefigurado. Tal cosa implica que alguien no solo queda expuesto a los vaivenes de la inmensidad de las cosas, sino también a ser reducido a un mero actor que reproduce una vida escrita en un caprichoso y misterioso libro. Cada sonrisa y lágrima; cada persona conocida y olvidada, no era más que un capítulo de una novela ya diseñada. Ese puede ser el destino. Nada puede ser más aterrador en la vida de un hombre que aceptar la idea de que el camino que recorre está milimétricamente plagado de casualidades y de azares. Tal cosa implica que alguien que ya está expuesto a los vaivenes de la inmensidad de las cosas, también está eternamente condenado a ser un actor del más cruel de los azares. Cada sonrisa y lágrima; cada persona conocida y olvidada, no fue más que una mera coincidencia sin mayor sentido real. Ese puede ser el destino."
30 de enero;2018-01-30T19:35:59+00:00;En el fondo nadie quiere cargar con sus penas. Aunque sepamos perfectamente que somos el compendio de nuestras errores y desgracias, preferiríamos andar por la vida livianos, sin remordimientos o lágrimas ocultas. A la larga, no somos más que un camino sin salida. Cada vez nos acercamos más al olvido al que estamos condenados a ser, con errores o no.
﻿Teoremas de punto fijo;2018-01-27T20:27:15+00:00;En matemáticas los teoremas que bajo ciertas condiciones garantizan la existencia de puntos fijos son particularmente relevantes, pues tienen consecuencias en una gran variedad de subcampos. Ejemplos de esto son el teorema de Picard en ecuaciones diferenciales ordinarias, o la existencia de equilibrios de Nash en juegos finitos, entre muchos otros. Quise hacer aquí un compendio para la posteridad (como siempre) de los teoremas de punto fijo que más me han impresionado en el orden en que los he conocido. Sea  una función continua. Luego  tiene al menos un punto fijo.  Prueba. La idea central de la prueba es usar el teorema del valor intermedio. Consideremos la función  definida por  para todo . Claramente , y , por lo que  y . Se sigue por el teorema del valor intermedio que existe un  tal que , siendo este el punto fijo buscado.   Sea  un espacio métrico completo y sea  una función tal que existe una constante positiva  con  tal que  para todo  luego  tiene un único punto fijo. Prueba. Tomemos un elemento . Sin pérdida de generalidad podemos asumir que . Consideremos la sucesión  (aquí entenderemos que ). Esta sucesión es de Cauchy pues si  se puede ver que  y como , la cantidad  se puede hacer tan pequeña como se quiera. Por la completez del espacio, se tiene que  converge a un punto . Veamos que este es un punto fijo de :  Finalmente, para probar la unicidad supongamos que  son puntos fijos distintos de . Luego  lo que es una contradicción.  Dado , consideramos , donde  es la norma euclídea. Toda función continua  tiene al menos un punto fijo. Prueba. Este teorema es una consecuencia directa del hecho de que no existe una retracción de  a  (i.e, una función  continua tal que  para todo ), donde . En efecto, si  fuera una función continua sin puntos fijos, la función definida por  donde  es una constante positiva tal que , es una retracción de  a . Para probar que dicha retracción no existe se pueden usar múltiples herramientas. Por ejemplo, la prueba que da la topología algebraica se aprovecha de los grupos de homología. Más específicamente, se tiene que , mientras que , y la retracción induciría un monomorfismo entre  y . La prueba que pondré acá me parece bastante elegante y bonita. Usa formas diferenciales junto al teorema de Stokes. Si suponemos que  es una retracción, es posible a partir de esta construir una función  que sea una retracción y que resulte siendo también un difeomorfismo. Sea ahora  una forma de volumen sobre . Se tiene entonces por propiedades del pullback y por el teorema de Stokes,  Lo cual claramente es una contradicción. Así, dicha retracción no puede existir y por lo tanto el enunciado es cierto.  Para probar el teorema del punto fijo de Kakutani se usa una versión un poco más general del teorema del punto fijo de Brouwer. Esta versión reemplaza el uso de  por subconjuntos no vacíos, convexos y compactos de . Sea  un subconjunto no vacío, compacto y convexo y  una función hemicontinua superiormente (i.e, una función tal que para todo  y para todo conjunto abierto  con , existe un conjunto abierto  con  tal que  para todo ) con imágenes no vacías, convexas y compactas. Entonces existe un  tal que .  Prueba. Consideremos el gráfico de  dado por  Para cada  consideremos la bola alrededor de , es decir,  Puede probarse que gracias a las hipótesis de , para cada  existe una función continua  tal que . Así, podemos encontrar una sucesión  de funciones continuas de  en  tal que  para todo . Por el teorema del punto fijo de Brouwer, cada una de las funciones  tiene un punto fijo, digamos . Para cada  se cumple que . Esto quiere decir que existe  tal que         y               (1) Ahora bien, como  es compacto, la sucesión  contiene una subsucesión convergente, llamémosla  y  su límite. Esto implica necesariamente que las sucesiones  y  también convergen a  por (1). Como  es hemicontinua superiormente y sus imágenes son cerradas, se sigue que  tiene un gráfico cerrado. Así pues, se tiene que , esto es, . 
Apología a lo correcto;2018-01-26T17:48:26+00:00;Usualmente no es complicado saber qué es lo correcto. Pareciera ser que lo es porque nos escudamos en esa sutil dicotomía de lo bueno y lo malo para evitar aceptarlo. Sospecho que sentimos miedo a las consecuencias que trae tomar decisiones, y después, si las cosas no salen bien, ansiamos volver al punto en donde el camino se bifurca y podemos ir a un lado o al otro. El mundo suele ser cruel también con quienes deciden tomar las decisiones correctas. Pero que lo incorrecto esté normalizado no lo hace menos incorrecto. Es definitivo que el mundo merece pequeñas revoluciones de buenas decisiones y acciones.
El ICFES;2018-01-07T04:06:45+00:00;"He aprovechado un poquito estas vacaciones para seguir aprendiendo a manejar datos en Python, en parte porque me toca para la tesis y en parte porque me parece chévere. En esas, encontré una base de datos del Saber 11 (~290 MB de datos) que se aplicó en el segundo semestre de 2016 (lástima que no sea el del año pasado). Está la información de todos los estudiantes que presentaron la prueba, incluídos puntajes e información socioeconómica. Era justo lo que buscaba. Después de jugar con los datos un rato me salieron unas cosas que me gustaría poner acá para la posteridad. Los análisis que hice son solo basados en el sentido común; no son particularmente rigurosos desde el punto de vista estadístico. Lo hice más a modo de hobby y como taller de aprendizaje. Ese examen se le aplicó a 605981 estudiantes. De esa cantidad,  fueron 328379 de género femenino y 277602 de género masculino.  424270 de los estudiantes se presentaron por colegios públicos (exactamente el 70%), y 143507 por colegios privados. El porcentaje restante se presentó como independientes.  En la edad de los estudiantes hay datos bastante curiosos que difícilmente pueden explicarse si no son errores de muestreo. Por ejemplo, hay 35 estudiantes registrados con 6 años, 32 con 10 años e incluso 1 registrado con 95 años. El histograma que hice solamente consideró un intervalo de edad razonable: entre 15 y 25 años. Allí se encuentra el 93% de los que presentaron el examen.  El histograma de estratos sugiere una realidad bien sabida pero a la que convenientemente se le resta importancia: Colombia es un país fundamentalmente pobre. El 76.9% de los estudiantes pertenecen a los estratos 1 y 2. Solamente el 1.2% pertenecen a los estratos 5 y 6.  En cuanto a la información de los padres de los estudiantes, hay información sobre la ocupación y sobre el grado de escolaridad. Acerca de la escolaridad es de remarcar que en general las madres de los estudiantes son ligeramente mejor educadas que los padres, aunque no es algo particularmente concluyente. Por lo demás, los datos muestran algo relativamente esperado: la mayoría de los papás de los estudiantes no cuentan con estudio superiores. Particularmente, el 17% de las madres tienen estudios adicionales al bachillerato contra un 15% de los padres.  En la gráfica de la ocupación de los papás resalta inmediatamente que la labor del hogar, con un porcentaje abrumador, es desarrollada por las mujeres (cosa que tampoco debería sorprendernos mucho). También que no hay una opción de desempleo (!). Específicamente se tiene que el 51,6% de las madres de los estudiantes que presentaron el examen se dedican al hogar, contra un 1,1% de los padres. Hay un porcentaje importante de trabajadores independientes, y los empleados son mucho menos de los que yo esperaba. ¿Tal vez demasiada informalidad o desempleo?  Será interesante conocer en julio los resultados del censo para ver qué tan representativa puede ser esta información del ICFES. Yo me aventuraría a decir que si bien no es correcto extrapolar estos datos a la situación del país, sí da indicios interesantes. Sobre los resultados en sí mismos la cosa es más o menos esta: de 400 puntos posibles como puntaje global, la media simple es 258,18 excluyendo a los estudiantes que no presentaron la prueba (i.e los que tienen puntaje global igual a 0,0); mientras que la mediana es 257. La desviación estándar en ese año fue 39,14. Esto quiere decir que si la escala fuera de 0.0 a 5.0, el país como un todo sacaría 3,22. Raspado, pero honestamente creo podría ser muchísimo peor. El mejor ICFES del país logró un puntaje de 468. Los personajes (porque fueron 3) que obtuvieron el menor puntaje, sin ser cero, sacaron 12 puntos (entregaron en blanco, según parece por los puntajes de cada componente). La distribución de los puntajes es esta:  La pregunta de toda la vida a propósito de los resultados es si a los colegios públicos les va mejor que a los privados. Esta no es de hecho una pregunta sencilla de responder, por más que la respuesta parezca obvia, pues las dos escalas son completamente distintas. Como ya mencioné, el 70% de las instituciones del país evaluadas en el Saber 11 son públicas, contra el 24,2% privadas. Dada esta diferencia, es previsible que el promedio de los colegios públicos sea inferior, como de hecho lo es. En efecto, el promedio global de los colegios públicos es 252,87 y el de los colegios privados es 273.15. Es decir, basándonos en estos resultados los públicos están debajo de la media y los privados la superan por alrededor de 15 puntos. ¿Es esta una diferencia importante? Tal vez, pero creo que habría que entenderla bien. La brecha entre colegios públicos y privados bien puede ser consecuencia de la brecha económica, bastante mencionada y que también se evidencia claramente en algunas gráficas que hice. Esto se intuye mejor cuando se compara el estrato promedio de los colegios públicos y el de los colegios privados: el de los públicos es 1,5 y el de los privados 2,6. Más aún, el ingreso promedio de las familias de los estudiantes de colegios públicos está entre 0 y 2 SMMLV y el de los colegios privados entre 2 y 4 SMMLV en promedio. Ahora bien, si tomamos personas de igual estrato socioeconómico, la diferencia entre colegios públicos y privados solo es relevante para estratos 3,4,5 y 6. Para estratos 1 y 2, la diferencia es irrelevante, como se muestra en la siguiente tabla:  Y es de remarcar el fenómeno que se ve en los estratos 5 y 6 frente a los colegios públicos. Solo el 9,2% de los estudiantes de estrato 5 estudian en colegio públicos; para estrato 6 el porcentaje es de 5,9%. Estos porcentajes solo demuestran el hecho más o menos trivial de que las personas con más plata prefieren que sus hijos estudien en colegio privados. Por algunas experiencias que conozco, sé que personas de un estrato elevado casi que solo estudian en colegios públicos a modo de castigo, ya sea por vagancia o por bajo rendimiento y este hecho de que estos estudiantes no sean precisamente los mejores podría explicar esos malos resultados. Si en vez de separar los colegios por públicos o privados los separamos por el ingreso medio de las familias de los estudiantes y el estrato medio del colegio, obtenemos estas dos gráficas de dispersión:   La tendencia es bastante clara: entre mayor es el estrato promedio y el ingreso medio de los padres de los estudiantes, el puntaje del colegio es mayor. Esperable. A propósito, el mejor colegio de ese año fue el Liceo Campo David, de Bogotá (privado) con un puntaje promedio de 384,23. Es un colegio con una media de estrato de 3,0 y que presentó a 30 estudiantes. El mejor estudiante del colegio quedó dentro de los mejores 70 ICFES del país. Según esto y esto, ya había sido el mejor años antes. No parece suerte. Cabe resaltar que ninguno de los 20 primeros colegios con mayor promedio es público. Ahora sí, dejando a un lado los colegios, ¿cómo es el 1% que obtuvo los mejores resultados? Quienes hacen parte de la población a continuación estudiada son aquellos que obtuvieron un puntaje de al menos 371 puntos. El 42% de estos estudiantes es de género femenino y el restante 58% de género masculino (algo que me sorprendió un poco; esperaba más mujeres). El 63,2% de los estudiantes vienen de colegios privados, mientras que un 25,5% viene de colegios públicos. La distribución de los estratos es la siguiente:  Ciertamente era algo esperable. A diferencia del histograma de la población general, este está mucho más recargado hacia el centro. La clase media (estratos 3 y 4), se lleva la mayoría del mejor 1% con un gran 50,7%. Los estratos bajos (estratos 1 y 2) ponen el 35,6% de los estudiantes y los estratos altos el 13,7%. No obstante, no hay que dejarnos engañar por este bajo porcentaje de los estratos altos. Esos 808 estudiantes de estrato 5 y 6 que están entre el mejor 1% de estudiantes representan el 10,6% de todos los estudiantes de estrato 5 y 6, mientras que los 2098 de estrato 1 y 2 son solo el 0,4% de su población, y los 2991 de estratos 3 y 4 son el 2,6%. Una buena forma de resumir esto es que las personas de plata son muchos menos, pero ciertamente tienen mejores posibilidades. La gráfica de ingresos de los padres no muestra mayores sorpresas, me parece. Dominada fundamentalmente por la clase media, con una presencia relevante de personas con un ingreso relativamente alto:  Y esta gráfica se explica cuando vemos las gráficas del nivel educativo y de ocupación de los padres:   Las familias patriarcales (llamaré así a las familias en donde la mamá es la que se ocupa del hogar) no son menos en porcentaje que en el promedio de la población general, pero sí se ve un aumento considerable de los empleados y de los empresarios. La mayoría de los papás de los estudiantes de este grupo cuentan con estudios adicionales al bachillerato, más exactamente el 62% de los padres y el 66,6% de las madres. Notar la diferencia entre esto y los porcentajes de la población general que se dieron más arriba. Como síntesis de este análisis del 1% de los estudiantes, podría decirse que evidentemente hay una mejor formación académica de los padres y esto explica las mejores condiciones económicas de los estudiantes, lo que termina contribuyendo a que se puedan obtener mejores resultados. Ciertamente no estamos hablando ante un dominio absoluto de las clases altas cuantitativamente hablando, sino más bien de las clases medias. Se comprueba también un poco más la hipótesis de que la situación socioeconómica de los estudiantes es el principal factor que determina qué tan buenos resultados podrán obtener. Ahora bien, ¿y cómo le va al 1% de los colegios con mayor estrato social promedio? Mejor dicho, ¿qué tan bien le va a los colegios de la élite económica del país? Aquí no consideré a los colegios más caros, sino a los que cuentan con un estrato promedio mayor. En los primeros puestos hay colegios como el Marymount en Bogotá (con un estrato promedio de 5,86) o el Gimnasio Moderno en Bogotá (5,46 de estrato promedio). El promedio global de estos 94 colegios es de 321.04 puntos. Ahora bien, 31,1% de los colegios en esta lista están también en la lista del 1% de los colegios con mejores puntajes globales. Es un porcentaje mucho más alto del que esperaba. Además, de los 3616 estudiantes que presentaron estos colegios, el 17,4% está en el grupo del 1% que obtuvo los mayores puntajes de las pruebas. A propósito, cabe resaltar que el estudiante que obtuvo el mayor promedio global de todas las pruebas se graduó del colegio Cambdrige de Bogotá, que pertenece al 1% de los mejores colegios pero no al de los colegios de la élite. Entrando a las cuestiones demográficas, hay que decir que la situación es preocupante pero bastante conocida: las regiones en Colombia con los peores resultados son también las regiones más abandonadas y recónditas. El mejor municpio del país con un puntaje de 307,41 (el único municipio que obtuvo un puntaje mayor a 300) fue Colón-Génova en Nariño, presentando 109 estudiantes a las pruebas. Envigado fue la ciudad media-grande que obtuvo los mejores resultados a nivel nacional, con puntaje de 287,19 presentando a 2584 estudiantes. Cabe resaltar, sin embargo, que muchos de estos estudiantes de hecho estudian en colegios de Medellín. Solamente el 26,9% de los municipios del país lograron superar la media nacional, lo cual es bastante triste. Como es esperable, hay también una brecha grande entre los colegios ubicados en las zonas rurales y los urbanos: el promedio de los colegios urbanos es de 261 y el de las zonas rurales 239,6. Los departamentos con los mejores promedios fueron Santander (270,05), Boyacá (269,72) y Norte de Santander (263,28), sin embargo Bogotá fue el que tuvo mayor promedio global con 277,06. Los peores departamentos en orden descendente fueron La Guajira (230,58), Amazonas (228,24), Vaupés (219,96) y Chocó (218,94). Solamente 9 departamentos junto a Bogotá lograron superar la media Nacional: Santander, Boyacá, Norte de Santander, Cundinamarca, Nariño, Risaralda, Meta (esta me sorprendió muy positivamente), Huila y Quindio. Finalmente, si hablamos de Tuluá, el promedio global fue 265,32 (al menos está dentro de ese 26,9% que supera la media) y el mejor colegio fue el Bilingüe (que, valga decirse, lleva varios años siendo el mejor). Este promedio lo ubica en el puesto 152 a nivel nacional, es decir en el percentil 86. No está mal. Aquí están todas las gráficas que aparecen acá y una que otra cosa que no incluí. Está muy desorganizado y con uno que otro machete, advierto."
1 de enero;2018-01-02T02:30:12+00:00;Primera entrada del 2018. Creo que es necesario por aquello de la estética que sea el primer día del año y que, por supuesto, mencione algo relevante que me pasó en el 2017. Fue un año particularmente importante. Por primera vez sentí que puedo llegar a ser un matemático más o menos decente, lo que sea que eso signifique. Antes aquella reflexión había sido más complicada de hacer, ya sea por mi inseguridad o porque aún me faltaba muchísimo. Hoy, estoy a un semestre de terminar y aunque el panorama no está particularmente despejado, sí comienzo a ver ciertas luces. Puedo entrever que será un proceso bonito.
31 de diciembre;2017-12-31T15:58:21+00:00;"Ni el pormenor simbólico De reemplazar un tres por un dos Ni esa metáfora baldía Que convoca un lapso que muere y otro que surge Ni el cumplimiento de un proceso astronómico Aturden y socavan La altiplanicie de esta noche Y nos obligan a esperar Las doce irreparables campanadas. La causa verdadera Es la sospecha general y borrosa Del enigma del tiempo; Es el asombro ante el milagro De que a despecho de infinitos azares, De que a despecho de que somos Las gotas del río de Heráclito, Perdure algo en nosotros: Inmóvil. – Borges"
Acerca del ateísmo;2017-12-05T17:07:41+00:00;A raíz de unos debates y entrevistas que está dando en Colombia el rockstar del ateísmo light Richard Dawkins, entre ayer y hoy se ha avivado en redes sociales una discusión que, al menos en mi opinión, es bastante bizantina: el de la existencia o inexistencia de dios. Algunos con su halo de superioridad no han dejado pasar la oportunidad para manifestar una vez más su opinión de que no solo no hay una pizca de racionalidad en creer en dios, sino que además es una posición vergonzosa. Básicamente, se pretende caricaturizar a los creyentes como unos parias, intelectualmente hablando. Lo que más me molesta de todo esto es que aquellos que ven en Dawkins un arquetipo de ateo siempre señalan que el mayor argumento para derrotar la idea de dios está en la ciencia. Nunca he entendido exactamente por qué lo hacen. Comprendo bien la dicotomía que sostiene que la ciencia estriba en hechos mientras que la religión se sostiene sobre creencias, y que se supone que es mejor creer en hechos que en cuestiones etéreas como dios. Aún con ese razonamiento, sospecho que la comparación es imposible. El concepto de dios está por fuera de los objetos de estudio de la ciencia, e intentar obtener respuestas por medio de ella es, como poco, ridículo. En otras palabras, si se pretende derrumbar a dios por medio de la ciencia se cae en un callejón sin salida de no poder lanzar argumentos certeros en contra del concepto mismo de dios. Y es que esta clase de ateos cae en un error que es infantil: refutan los hechos de las grandes religiones creyendo que esto refuta directamente a dios. Dar efectivamente razones en contra de cuestiones como la creación de la tierra en sietes días es negar científicamente relatos culturales creados para intentar explicar el mundo, pero no a dios per se. Lo que trato de decir es que la pregunta «¿Existe dios?» es completamente inadecuada, porque no hay forma en que los humanos podamos responderla (ni por medio de la ciencia, ni por medio de la filosofía). La pregunta y el debate debería centrarse en si la creencia en un dios es o no adecuada para el mundo (y ojo, la cuestión es sobre la creencia o no en dios. Es trivial que tener religiones que atizan la intolerancia, el odio y la violencia no son deseables. Pero yo creo firmemente en que estas dos cosas no son sinónimos). Cuestionarnos acerca de la posibilidad de tener una socidad atea, y si esto es realmente deseable. Deben hacerse debates considerando una dimensión humana, pues es de ahí que proviene el concepto de dios. El debate de ciencia vs. religión no es el que una sociedad que se cuestione sobre dios debería dar, porque es infértil. Creo que los ateos y agnósticos podemos dar debates con muchas más altura.    
13 de noviembre;2017-11-13T18:33:16+00:00;"He pensado mucho en este pasaje de Sábato (del libro Uno y el Universo) estos últimos días: Alguien me pide una explicación de la teoría de Einstein. Con mucho entusiasmo, le hablo de tensores y geodésicas tetradimensionales. – No he entendido una sola palabra – me dice, estupefacto. Reflexiono unos instantes y luego, con menos entusiasmo, le doy una explicación menos técnica, conservando algunas geodésicas, pero haciendo intervenir aviadores y disparos de revólver. – Ya entiendo casi todo – me dice mi amigo, con bastante alegría -. Pero hay algo que todavía no entiendo: esas geodésicas, esas coordenadas … Deprimido, me sumo en una larga concentración mental y termino por abandonar para siempre las geodésicas y las coordenadas; con verdadera ferocidad, me dedico exclusivamente a aviadores que fuman mientras viajan con la velocidad de la luz, jefes de estación que disparan un revólver con la mano derecha y verifican tiempos con un cronómetro que tienen en la mano izquierda, trenes y campanas. – Ahora sí, ¡ahora entiendo la relatividad! – exclama mi amigo con alegría. – Sí, – le respondo amargamente -, pero ahora no es más la relatividad.  "
8 de noviembre;2017-11-09T04:21:47+00:00;Me gusta exagerar. Ayer en Twitter mencioné a  y en modo de broma dije que si con las cifras que caben en los  nuevos caracteres es posible conjeturar o no su normalidad. Naturalmente la respuesta es no. Sin embargo me quedó rondando la pregunta, así que hoy hice un intento un poco más serio de responderla. Antes que nada, podríamos decir informalmente que un número irracional es normal en una base  si sus cifras decimales se distribuyen uniformemente. Es curioso, pero estos días que he pensado en eso me doy cuenta que es algo realmente sorprendente que sea casi seguro que números como  o  sean normales en base . Puse a trabajar a mi computador, y en vez de analizar lo mismo que hice en Twitter para  cifras, lo hice para  cifras. Después de una hora de calculos (no es broma, de verdad fue una hora), obtuve esto:  También hice un grafiquito simpático:  La franja coloreada cubre los valores que están por arriba o por debajo de una desviación estándar del número de apariciones. De cierta manera es un buen indicio, a pesar de que  sigue siendo un número increíblemente pequeño. Seguiría intentando, de no ser porque con  cifras seguramente mi computador tarde un día entero calculando.
2 de noviembre;2017-11-03T01:32:04+00:00;Hoy, de manera imprevista, como cuando una idea trivial viene a la mente de repente, creo que entendí un poco más cuál es el papel de la poesía en una vida.
